Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
China,2021,Wind,14073.06,27072.39,8862572128.39,1005285383,84022609362149.44,460026.98,7710.48,46825.37,770248.28,339735,0,9468779535.02,0,13.49,437.82,106.37,6.92,4.42,27.40,51.73,199.55,0.09,0.47,744759472.44,489084976.05,9.40,1,51.94,40.72,0,968,5.18,0,0,62.92,56.52,35.20,1,0.57,1.36,1.83,2.03,0.68,38.93,75.55,70.54,503,94,2554,895814,21.99,1,0
France,2003,Wind,94246.11,33440.97,9259676518.24,93355698,34247396827772.92,908624.43,33086.67,52314.72,141162.69,981013,1,7102604813.15,1,21.63,1604.18,193.84,6.21,30.85,20.01,19.19,825.79,0.09,0.36,74807768.22,104772050.53,6.37,1,3.71,7.60,0,94,2.83,0,1,70.95,77.37,35.44,0,2.71,4.91,2.09,3.90,0.60,87.62,31.01,90.42,130,2,4586,663425,59.32,1,0
China,2020,Hydro,12965.61,16455.17,785784540.97,1314264559,39042428049814.76,240758.33,11096.30,74296.77,549452.39,54286,0,6481753258.64,0,26.85,790.41,128.23,2.65,39.97,96.93,39.82,851.80,0.78,0.30,454457184.72,754968614.23,4.59,1,43.01,57.94,0,541,3.07,1,0,42.65,7.89,10.47,1,3.47,6.16,4.42,6.67,8.16,13.95,25.62,62.35,637,27,8790,705633,65.43,1,0
Australia,2008,Biomass,12028.10,25614.87,3062369474.82,1379269140,125243713984435.12,374359.32,5874.58,18318.52,776722.19,528077,0,4875013497.06,1,-5.44,2752.12,285.53,3.58,62.15,2.15,73.75,619.78,0.83,0.35,89744390.10,61463374.78,3.90,1,51.96,76.78,0,964,2.11,1,1,16.55,23.29,39.42,1,6.00,1.30,4.01,0.25,8.10,35.87,59.40,26.20,632,92,2954,711107,20.47,0,1
France,2010,Hydro,10968.96,40584.00,5778397426.86,265329945,118106776054104.31,909350.53,67878.79,81374.49,349863.76,935392,0,1523423885.80,1,31.30,817.74,249.72,3.83,75.82,22.56,61.06,756.38,0.98,0.33,386582986.57,106676557.38,2.75,1,28.49,13.84,0,602,5.89,1,0,72.31,34.28,38.92,0,4.94,4.71,0.29,4.66,9.04,70.99,14.90,99.88,315,27,7553,599154,61.89,1,0
Japan,2018,Biomass,55723.88,12997.71,8205396869.56,1450829569,175762510831375.56,855855.57,23978.46,55220.27,639927.60,907776,1,8026065811.14,0,16.15,1606.56,157.28,6.23,96.09,44.32,24.49,995.22,0.11,0.06,994193766.58,535384270.85,8.15,1,22.42,36.48,0,617,0.67,1,0,11.36,21.72,49.21,1,1.26,6.23,3.75,4.63,8.09,68.43,46.37,27.19,706,11,9921,559066,48.13,0,0
Japan,2014,Geothermal,51040.43,3682.09,7392160765.74,980607258,175269406612257.53,663613.24,53586.51,99509.55,81720.58,918614,1,7665694421.60,1,32.61,1350.70,117.76,14.15,57.17,16.80,32.90,573.13,0.99,0.32,569648921.97,936096377.50,9.55,0,78.36,60.45,0,412,9.65,0,1,45.95,62.07,55.08,0,3.91,6.44,5.47,9.79,5.75,78.29,14.68,10.19,316,85,6713,262130,4.19,1,0
USA,2000,Geothermal,17141.87,20814.24,7504996554.29,390360562,20416372095719.09,655485.54,72025.42,54650.87,115774.96,814997,1,3667052834.10,1,21.16,597.32,168.89,7.36,9.35,80.34,86.31,411.36,0.96,0.07,532993775.74,752332084.43,3.11,1,62.92,87.16,1,818,3.95,0,1,40.88,28.20,8.29,1,3.11,7.08,8.07,0.80,3.27,30.64,84.12,47.75,417,12,9162,197676,54.07,1,0
Brazil,2014,Wind,28225.77,26266.40,2253835181.22,1280166185,32463682918604.13,804317.04,14270.13,55686.86,878066.89,645489,1,2347279168.00,1,-5.37,2873.29,198.24,7.75,95.85,53.75,83.91,166.24,0.70,0.28,292446856.67,472770175.27,6.53,1,33.04,79.59,0,686,1.54,0,0,49.79,88.09,6.98,1,1.12,1.69,0.22,9.29,3.97,28.71,19.28,22.97,921,81,7963,712854,82.85,1,1
Germany,2005,Geothermal,88720.06,9154.13,9755525744.26,1459395112,10906693924414.31,236612.76,40177.26,75431.15,26856.96,624946,0,6787175198.43,1,34.32,2582.60,100.43,3.68,71.30,24.62,70.68,565.72,0.63,0.24,25921147.53,506382730.37,0.56,1,82.49,13.84,0,335,4.53,1,1,4.83,41.11,47.28,1,8.77,6.36,0.27,5.19,2.71,43.47,36.13,54.09,376,48,7022,320611,88.61,0,0
France,2008,Hydro,1570.52,24186.89,7043114585.42,1389754330,158073640890258.66,999309.43,19408.17,52971.16,158158.55,228187,0,3478938550.62,0,30.82,939.23,225.96,1.70,19.94,71.12,71.17,617.95,0.67,0.14,460596699.63,74943767.21,7.31,0,94.44,37.55,1,627,6.88,1,0,4.48,78.18,23.47,1,0.63,5.18,6.50,8.04,7.88,13.77,1.94,94.96,794,50,2693,139536,63.85,0,1
Russia,2023,Hydro,80512.16,43726.30,9571765316.29,284761041,94789225188883.86,757304.29,39828.40,95875.42,938949.29,946274,1,3478424260.10,1,7.58,1935.73,172.32,14.95,34.83,11.24,87.91,998.59,0.94,0.17,517333671.23,243291069.35,4.95,0,42.30,85.37,1,92,8.09,0,1,18.40,47.48,29.14,1,9.28,0.36,7.18,2.43,5.42,81.15,92.88,97.20,505,85,1248,229404,89.25,0,0
Canada,2007,Hydro,81768.78,3229.81,3630185501.22,960859507,124764806411829.16,884058.02,20493.07,33274.60,891059.58,617352,0,728642838.24,0,26.39,458.73,179.39,9.93,9.44,83.85,15.34,32.64,0.67,0.49,779241296.77,193688544.71,0.57,1,75.72,96.90,0,554,1.99,0,0,17.20,98.78,45.75,0,8.61,0.21,2.85,4.59,4.58,62.80,6.17,81.99,877,60,2759,27837,81.10,1,0
Germany,2005,Biomass,95020.91,31115.49,1280222591.59,136582519,114838681749339.52,476694.15,41559.20,12172.71,284245.98,9988,1,2447729858.82,1,2.78,2875.67,283.87,8.93,63.37,92.75,9.65,804.71,0.50,0.36,564341422.43,979897906.82,7.53,1,47.66,21.56,1,782,0.75,0,0,81.25,23.57,91.87,0,6.33,9.41,7.69,6.44,7.68,45.80,98.24,37.86,13,55,5943,968360,41.01,0,0
India,2018,Geothermal,65173.96,31096.68,8813049746.07,1282564532,178672283977526.94,596667.59,79369.68,80165.03,300812.71,673537,1,5486420662.69,1,19.46,2949.70,261.09,0.78,85.16,68.87,5.84,90.02,0.45,0.46,451074074.08,102280661.48,6.31,1,40.43,74.19,1,216,9.48,1,0,41.63,16.06,75.98,1,3.47,7.82,2.16,7.46,4.11,60.85,24.10,39.82,250,60,3993,426058,26.45,0,0
Brazil,2002,Wind,10442.74,13313.36,5991604669.22,1312935564,46400821593014.95,551527.13,96170.65,98475.67,256602.08,559156,0,5394507172.30,0,9.10,2767.28,251.79,11.01,68.50,92.35,37.84,532.99,0.03,0.16,554964385.54,304489827.18,5.32,1,82.10,44.07,0,165,9.88,0,1,59.21,87.27,65.57,0,2.68,4.47,3.67,6.80,8.52,13.06,13.91,26.26,810,40,9822,429472,78.29,1,0
USA,2021,Biomass,47732.05,7466.30,8395935961.66,537318955,10514207968018.14,392895.73,80891.17,43837.49,977085.63,693910,0,8390152257.16,0,39.76,2316.69,170.85,4.60,48.25,4.83,39.52,998.06,0.07,0.12,914481046.73,821945472.38,0.21,0,96.07,93.91,1,805,8.67,0,1,48.37,73.45,63.19,1,3.53,8.56,1.44,4.14,9.94,71.58,19.76,14.49,471,3,5126,792263,96.87,0,1
France,2023,Biomass,86536.13,27092.17,7199264483.08,1212983811,50627651467899.53,95629.76,70466.02,7634.59,168616.40,588646,1,5554896360.20,0,38.54,1203.26,211.70,0.65,38.70,55.63,25.93,20.64,0.27,0.45,248048439.74,571503245.77,3.54,1,7.12,8.88,1,295,1.30,0,1,36.77,86.14,14.27,0,9.08,5.78,0.28,6.38,4.78,76.98,40.28,67.75,134,40,888,473199,78.83,0,0
Germany,2021,Solar,54203.58,7809.45,68589281.05,1412465835,63602748445715.52,561410.08,72914.28,7217.70,923396.93,162354,0,8721087198.80,1,29.83,1484.68,250.34,14.24,64.66,87.23,43.10,944.28,0.29,0.21,380518790.72,688633089.76,9.57,0,55.70,97.91,1,417,5.18,1,1,80.69,9.92,60.57,0,4.97,0.66,5.73,8.46,7.88,97.37,77.99,16.46,34,13,4664,771457,43.69,0,1
Australia,2018,Wind,44617.09,40684.21,1782731442.61,324046150,137623789600718.69,952018.21,78958.86,83792.68,912594.14,985753,0,4838691111.36,1,0.31,2925.88,200.48,5.28,95.10,2.01,64.86,818.35,0.35,0.14,771971694.59,38496789.37,7.79,1,84.00,44.05,1,621,5.11,1,0,33.10,65.62,79.38,1,6.39,8.86,1.25,9.89,9.32,92.76,39.69,37.60,150,78,9363,681699,90.63,0,1
France,2004,Hydro,95900.49,7663.90,4003215369.31,1115402262,33765404959926.39,552054.73,28404.14,69593.05,260950.51,62329,0,8052864849.69,1,29.30,311.65,144.36,8.50,87.42,12.85,73.60,326.68,0.38,0.20,644945261.98,279013928.62,6.92,0,58.45,98.24,0,999,10.00,0,0,31.39,42.54,8.67,0,3.21,2.63,2.22,9.85,4.63,79.80,37.82,15.94,165,16,8576,176917,86.20,0,0
Canada,2023,Biomass,97887.77,46308.77,4852803142.03,1171894035,163359791022716.59,71894.66,77404.74,58931.34,339959.64,101465,1,2920166320.92,0,18.07,1623.37,184.09,5.04,54.53,21.82,31.19,143.33,0.64,0.10,610047174.43,588211690.48,8.57,1,84.12,21.83,1,343,3.81,1,0,62.44,94.71,98.04,0,0.72,7.89,3.25,3.99,9.73,30.73,72.02,87.96,301,70,5619,372903,30.75,1,1
Brazil,2019,Solar,11755.57,33452.14,4147890343.09,418011535,52325692753308.66,615252.26,75461.23,65207.10,308421.70,386025,1,3308868751.90,1,30.13,2974.17,195.00,14.40,16.01,58.34,94.62,719.91,0.13,0.37,474193996.87,276221209.02,8.26,1,4.95,13.04,0,211,0.49,1,1,1.07,83.09,72.70,1,3.13,3.82,8.99,1.65,7.88,2.20,78.09,16.75,639,15,2285,864594,28.98,0,0
France,2002,Hydro,18200.05,33611.58,7337585411.52,677070231,25395194643740.28,302879.87,96342.13,55040.06,74699.24,482404,1,7177794816.34,1,11.16,565.12,188.69,12.03,24.64,50.86,56.52,423.23,0.35,0.11,844838068.87,279472410.01,7.80,1,97.92,85.75,0,632,1.02,1,1,44.39,5.51,57.51,1,3.20,1.93,5.80,5.48,1.19,71.12,42.58,66.60,238,31,5300,369327,50.65,1,1
China,2007,Geothermal,16616.49,1363.51,3260721283.73,1374115110,76190941767900.03,890611.82,68627.29,11155.82,728345.82,706790,1,674057996.58,0,33.40,2636.48,267.18,2.28,88.74,57.26,69.22,239.86,0.29,0.27,187938170.48,599685985.72,0.70,0,79.36,63.90,1,897,5.75,0,0,65.05,5.37,37.48,1,5.79,2.49,6.38,5.81,5.38,94.48,81.88,19.61,527,54,154,214060,16.56,0,1
China,2023,Biomass,24559.60,30526.39,5827857006.25,228814651,93337031889446.66,2076.43,39416.10,85420.17,205598.47,246283,1,4936359609.29,1,34.92,1414.77,160.83,1.40,6.09,4.51,98.70,248.22,0.05,0.21,501855786.23,367488808.49,4.40,1,43.46,82.05,1,253,8.31,1,1,28.08,79.03,36.34,0,9.84,1.65,0.91,9.85,9.97,42.55,60.21,77.80,733,40,3330,912314,62.01,0,0
India,2002,Wind,12508.93,33013.87,9997386703.39,1454697482,127734240025242.98,212600.18,6395.42,89164.14,87001.69,963604,0,4083662139.28,1,12.96,2376.44,136.55,5.56,77.57,69.60,86.78,611.85,0.56,0.16,167195322.50,371561317.51,6.87,1,33.29,34.62,0,465,8.39,0,0,86.61,42.75,19.94,1,4.81,2.01,7.58,0.97,8.77,86.05,39.60,82.19,775,99,1514,166992,86.79,1,0
India,2017,Wind,80641.46,43405.89,4534542809.85,101618448,26923985013285.83,846345.46,97943.60,63281.98,732653.47,387502,0,4527871925.42,0,20.08,407.34,257.87,7.87,31.56,89.58,90.34,958.13,0.38,0.43,864388127.49,385106557.69,3.30,0,29.36,36.47,1,922,5.93,0,1,75.83,45.00,2.39,1,9.77,1.35,6.91,0.24,5.45,11.32,33.17,79.86,73,1,4477,20802,0.93,1,0
Germany,2018,Solar,20529.77,23812.33,984894877.46,954143200,177166223578910.28,195281.52,83248.23,69065.03,319171.09,891733,1,1400290664.64,0,21.04,908.12,255.06,10.90,9.19,95.70,82.37,756.49,0.67,0.41,14171571.35,158204621.53,4.99,0,76.76,85.91,1,133,0.98,1,0,25.43,72.25,86.78,1,6.15,7.54,2.65,7.65,9.45,47.57,95.88,78.06,538,76,8557,993508,44.70,1,0
USA,2002,Wind,74974.44,6736.96,8090048853.81,1081768758,130768925965769.64,179317.08,86213.04,93898.40,212714.21,831236,0,8972132314.95,0,7.03,623.59,165.49,1.36,6.11,93.51,49.29,311.01,0.85,0.11,257716930.97,643241862.22,6.87,0,86.12,25.25,1,102,5.05,0,1,12.76,82.11,87.31,1,2.65,3.12,8.48,5.78,9.91,3.36,60.52,3.04,310,41,2840,273296,52.13,0,1
Germany,2016,Geothermal,88890.41,4084.26,2836433005.49,242844287,12125425415371.32,188871.08,35837.80,21915.84,327459.68,136637,0,6708625013.83,0,21.08,2652.00,210.69,8.58,79.40,95.00,42.96,281.61,0.02,0.16,949187381.18,956058604.59,9.30,1,86.91,59.39,0,820,7.55,1,1,86.51,29.77,79.56,0,8.40,9.74,3.16,3.70,8.43,14.32,80.48,27.57,804,88,6935,899550,65.22,1,1
France,2021,Wind,4671.63,37232.08,2137821099.17,854403039,140689017193184.12,443818.94,33915.72,45101.92,404058.76,593020,1,4060646281.61,0,10.35,2356.65,191.03,11.03,82.31,39.13,43.91,543.62,0.88,0.29,739430725.21,548781599.16,0.72,0,74.73,50.81,0,858,8.99,0,0,54.95,26.87,67.63,0,4.16,5.10,6.35,3.64,6.84,19.10,2.22,13.51,785,93,9006,75002,71.50,1,0
China,2004,Wind,50194.82,10378.34,7648197452.81,1496883481,177099809830693.91,725971.79,28607.46,94496.60,441254.06,105515,0,9198030083.57,0,22.47,2479.04,152.61,4.89,82.26,62.30,78.90,548.54,0.73,0.12,973929529.91,997579724.52,8.82,1,81.61,69.81,0,340,7.95,1,0,82.50,66.55,28.31,0,5.12,3.96,8.86,0.28,9.48,38.26,28.77,87.96,322,49,1648,570995,11.51,1,0
Canada,2001,Solar,30034.83,34570.97,5479455472.91,755321699,71196901496229.05,577281.53,78452.82,54445.14,814577.78,528148,1,270516840.74,0,35.22,1164.60,216.93,7.94,24.87,5.03,95.33,584.81,0.62,0.34,233850990.31,228881430.20,5.33,0,86.03,43.21,0,17,5.88,1,0,1.45,10.88,40.75,1,1.58,6.55,4.26,3.66,3.33,45.87,24.57,17.43,72,77,3951,239388,27.49,1,1
Japan,2005,Wind,79304.11,38549.08,417122300.53,1450207582,106335858515739.48,720605.51,79680.63,65437.55,749409.87,971032,0,6887930034.59,0,22.48,1205.72,256.53,5.63,28.84,91.23,76.37,651.42,0.98,0.46,739992961.78,673014867.89,4.06,1,7.62,91.10,1,710,7.00,1,0,57.23,0.62,35.19,1,2.12,5.48,6.79,4.07,3.05,56.84,20.63,26.30,578,21,7880,853723,74.39,1,1
Brazil,2002,Wind,44390.51,20046.89,7145082698.24,1158524117,88286659089555.94,16594.93,58158.46,85629.08,127174.50,984345,0,5048676347.98,0,23.96,2687.25,201.42,7.26,18.41,71.90,44.82,517.45,0.21,0.22,636388155.58,698452286.60,7.52,0,32.80,17.73,0,28,1.94,1,0,88.17,74.94,63.43,1,0.66,7.85,0.56,6.13,8.88,87.12,1.52,8.85,639,60,4196,803150,54.37,1,0
China,2014,Wind,64766.50,47143.37,6208111755.23,311195733,198550860960582.84,162762.93,98071.52,89381.32,72869.43,364019,1,6497200089.50,0,20.74,1679.52,160.42,5.69,87.78,31.86,38.91,388.02,0.76,0.41,163298280.44,881633788.43,3.62,0,18.20,71.64,0,724,0.45,1,0,34.67,38.40,46.89,0,6.86,2.20,5.15,5.16,5.21,21.83,4.98,51.86,655,62,2173,60067,54.38,1,1
Canada,2016,Geothermal,6766.69,24171.98,2337745981.26,1425894028,168604385841468.34,550141.55,32472.94,30642.60,313719.46,432902,0,6635772258.36,0,8.09,2460.53,130.42,9.42,35.20,18.18,42.48,805.25,0.18,0.06,557340797.51,143116053.56,8.75,0,25.77,41.18,0,24,8.02,1,0,53.31,39.04,93.82,1,9.76,6.01,1.81,7.81,1.71,52.08,88.84,86.25,161,15,3933,439989,12.08,0,1
France,2002,Geothermal,49860.68,33298.80,6641389647.05,1305490062,161372397920471.00,383570.28,68871.59,30319.15,617177.20,670363,0,5413716994.56,1,18.34,318.79,162.61,11.37,98.71,99.96,5.93,259.35,1.00,0.42,882280367.67,901185612.43,5.52,1,29.45,67.58,1,764,1.72,1,0,99.23,27.59,6.48,0,4.91,8.23,7.79,9.67,9.99,37.01,38.55,19.20,301,81,6428,494963,8.00,1,0
Brazil,2014,Biomass,2839.82,45329.68,8230985547.63,1478631061,109697378323375.56,329027.12,29888.03,80736.94,679501.71,382488,0,6044511291.07,1,26.50,2049.77,123.51,6.36,68.79,18.84,72.58,75.32,0.42,0.37,130124436.74,876234523.40,1.13,1,61.65,40.10,1,409,8.94,1,1,27.06,93.79,2.42,0,2.21,2.10,5.60,6.79,2.14,30.29,59.14,32.15,230,96,8865,399941,72.37,1,0
Canada,2014,Hydro,54716.84,23026.03,3201269868.69,243581812,135447627460688.28,869050.97,73178.28,76280.75,907657.49,823924,1,387672743.46,1,-2.85,2317.10,175.79,1.07,3.96,97.76,91.18,718.75,0.78,0.06,396611348.72,526965129.84,2.90,1,31.63,9.54,1,981,3.97,1,0,76.72,64.82,36.21,0,7.31,9.86,8.06,0.20,7.62,82.51,24.52,2.76,530,19,8892,42169,72.21,0,1
Brazil,2022,Geothermal,63860.07,9492.62,3763076627.75,509637622,125007971968891.16,248430.67,38784.06,25253.24,887596.23,598652,1,7885312626.11,0,-1.98,1219.07,138.33,13.47,5.96,62.48,1.50,640.29,0.27,0.44,637768076.62,251175964.55,3.29,1,70.34,17.31,0,352,4.89,1,0,57.93,30.67,64.63,1,9.86,2.74,1.15,9.92,2.89,29.48,4.27,79.80,239,2,2207,569733,20.92,1,0
Germany,2020,Biomass,58385.93,27153.37,25483674.17,1490266142,176175414792583.91,407721.90,28937.65,71157.91,483864.40,646781,0,9929223837.70,1,27.22,1349.28,220.76,11.26,78.70,60.56,30.88,204.57,0.27,0.33,918437728.37,197447999.93,4.12,1,23.52,68.03,0,633,9.47,0,1,37.12,39.81,47.52,1,9.40,0.34,9.36,6.98,1.69,58.67,84.64,9.16,904,98,7862,286676,11.66,1,0
Japan,2001,Solar,74690.03,3981.30,5183239337.47,1001176760,126883411864536.58,825703.01,40176.32,91100.05,561556.49,166763,1,4362454421.90,0,13.36,941.79,191.78,3.79,29.95,8.42,38.88,756.68,0.89,0.30,301786609.18,912743773.63,8.47,0,25.08,0.73,0,205,8.43,1,1,15.20,15.99,35.67,0,9.01,6.58,8.15,6.24,2.83,27.80,96.84,47.51,673,57,4730,172630,59.22,1,0
Brazil,2022,Geothermal,93433.78,16438.63,5095364540.20,657007670,147340566173116.81,111650.02,47761.91,26430.35,96755.64,652666,0,5886306038.84,0,18.94,880.55,278.73,14.59,94.31,84.00,92.53,998.48,0.78,0.15,135620250.62,821971032.10,9.19,1,94.07,24.83,0,271,9.05,0,1,22.65,76.18,7.76,0,7.78,8.98,7.57,7.13,8.49,65.77,84.23,87.17,194,42,6334,818306,10.91,0,1
Brazil,2006,Geothermal,36986.36,25408.74,1812279127.44,1327485592,171999722590436.19,79242.12,56507.43,89279.80,746922.26,535864,0,1630717346.92,1,-0.03,2964.78,267.07,14.12,44.30,50.05,74.20,127.08,0.97,0.06,725800830.44,299482743.80,3.40,0,52.52,85.89,0,422,3.39,1,0,13.12,73.85,65.39,1,4.22,2.39,4.73,5.29,4.15,32.09,21.87,86.47,481,45,5141,981831,12.90,0,1
USA,2003,Biomass,87779.09,45416.50,5425866317.29,1454112478,49474756019895.67,829417.94,86440.96,86519.11,402480.80,526579,1,8547365350.82,1,38.43,802.17,293.55,6.89,8.11,87.10,65.18,961.22,0.23,0.19,81992008.42,637749888.75,1.10,1,0.98,40.03,0,617,5.33,0,0,54.67,9.29,7.32,0,7.40,5.70,3.21,5.22,1.66,71.71,42.92,1.92,342,66,2617,99493,7.00,1,0
Australia,2004,Geothermal,16853.92,29513.48,445211380.04,1041855863,36527134976282.83,848066.21,21113.23,67396.32,133168.12,179230,1,8786631243.98,1,14.96,1843.65,275.65,7.07,64.40,91.81,58.71,509.26,0.26,0.13,801501407.94,672703813.25,4.03,0,54.48,97.06,1,507,6.42,0,0,63.79,33.49,52.87,1,0.28,3.06,1.85,1.73,6.18,67.83,79.86,55.70,915,75,792,205733,91.48,0,1
France,2003,Wind,60974.96,3738.29,8112190408.56,398977765,95822530408693.86,580786.14,27962.36,39866.35,954468.32,563169,0,998181699.89,0,10.65,464.46,138.36,4.20,31.65,30.35,11.22,135.38,0.30,0.28,725399514.95,151170993.11,4.43,1,66.91,79.57,0,241,9.07,1,1,21.67,73.97,23.70,0,4.47,3.61,6.22,3.07,1.62,97.57,52.44,47.49,828,82,3669,47688,0.89,0,1
India,2004,Solar,35191.33,39023.70,8573147988.84,832146180,173582110597229.69,937214.73,34704.51,6123.15,893422.40,68664,1,8880924763.75,0,2.73,2616.47,163.98,9.32,52.89,21.88,90.92,771.25,0.65,0.07,282081680.38,112735847.39,0.18,1,6.77,35.81,0,949,3.73,1,1,15.78,68.35,31.81,1,7.95,8.17,5.28,0.56,6.83,25.95,85.79,99.87,706,53,8128,329239,6.01,0,1
Australia,2002,Solar,22026.00,42339.08,7344065461.86,1208735900,50850675898797.86,246910.32,96672.98,74801.05,802476.80,863105,1,5722638691.53,0,10.25,2048.87,289.60,2.21,12.90,57.27,76.92,754.90,0.60,0.15,432404009.77,107278899.08,9.34,0,32.76,2.91,0,394,3.23,0,1,55.65,90.74,0.90,1,1.74,4.54,4.50,8.96,7.23,52.94,69.53,60.08,910,37,531,550840,67.46,0,0
Russia,2015,Solar,28480.95,2779.57,9462750264.28,327405573,42903786070474.84,753968.84,6759.40,75409.22,879724.28,752749,0,9532372048.75,1,26.66,2423.36,131.20,4.40,49.56,29.60,82.08,149.73,0.12,0.25,627366404.84,375170377.62,9.67,0,44.51,40.56,0,845,1.45,0,1,47.12,87.44,15.72,1,2.89,9.64,3.96,9.60,7.83,50.52,83.14,79.64,324,76,3822,727519,39.32,1,0
Canada,2001,Wind,90637.02,21974.24,4624372443.93,873120182,66872258515273.41,356924.26,24234.56,38559.97,950213.90,567717,0,5833392927.12,0,37.70,1811.20,238.86,7.03,39.21,56.89,98.34,998.59,0.93,0.36,5181391.71,917569828.68,5.54,1,63.42,15.60,1,830,1.56,1,1,81.63,49.88,14.50,1,5.37,9.07,4.52,1.97,5.42,60.59,43.21,68.91,357,35,542,445168,61.02,0,1
Russia,2006,Biomass,6409.33,22983.71,2114263062.63,511426195,158426236228035.97,50234.33,8996.18,70017.48,345809.91,487088,0,3658181312.28,0,37.47,430.35,224.04,3.65,47.46,15.19,82.29,867.47,0.16,0.08,170812930.76,106118763.05,1.02,0,41.97,90.35,1,323,1.13,0,1,66.59,45.63,86.05,1,4.06,1.03,2.44,0.93,7.35,66.89,20.93,78.97,360,86,1368,706110,93.64,1,1
India,2021,Wind,4874.28,46080.37,4544415117.64,501974406,184886208049211.47,951294.95,95688.26,66748.64,502310.77,434563,1,5762027761.97,0,23.90,1185.66,296.23,2.02,83.04,43.86,45.40,806.24,0.36,0.33,731676130.42,731341677.91,9.14,0,48.13,72.28,0,393,8.54,0,1,12.04,50.73,61.06,0,7.16,0.19,5.77,1.30,0.55,45.58,72.01,40.28,70,42,4685,860487,70.13,1,0
Russia,2007,Geothermal,49120.52,48205.94,8274442881.34,26792208,32314890658128.13,417741.33,94660.62,75795.88,136904.21,247185,0,7242754646.24,1,13.52,249.73,256.10,11.84,70.26,89.49,2.75,384.39,0.02,0.24,741972480.27,145814800.98,5.62,1,89.46,53.09,1,861,4.55,1,1,96.03,87.59,55.91,1,3.11,7.14,5.11,6.88,6.61,81.51,78.02,68.91,614,80,2588,546286,90.45,0,1
USA,2001,Geothermal,36093.60,29754.45,6852232671.12,872609845,37654225517198.24,910849.93,90608.95,20571.13,361311.46,164684,1,8700548030.26,1,20.59,829.18,257.84,9.50,74.77,3.27,47.59,657.81,0.31,0.18,928167784.45,956407742.79,4.67,1,19.87,70.83,1,318,7.31,1,1,76.13,73.32,49.71,1,5.69,9.41,1.24,9.24,1.89,8.21,84.68,13.69,699,43,4108,574323,11.09,1,0
Australia,2002,Geothermal,24342.17,4915.95,5340339581.35,1302049977,24100011744207.39,139560.40,53481.30,55547.83,153227.42,431968,0,2462943123.71,1,0.69,1182.17,147.71,5.25,59.27,13.53,31.60,731.68,0.26,0.12,945537650.40,797891578.57,0.60,1,52.42,48.88,1,538,0.56,1,0,32.58,56.94,39.16,1,6.86,3.63,2.71,3.84,4.71,11.81,51.03,95.11,580,33,8435,336397,55.03,0,1
India,2004,Wind,97043.10,44392.45,1159750131.67,228554522,141419901130062.16,809530.97,37829.44,52486.45,579119.98,429167,0,3420245341.27,1,-8.67,1112.88,124.63,8.58,54.77,60.12,14.19,419.08,0.04,0.39,763315413.22,909214893.65,5.85,1,43.58,83.60,1,225,1.53,0,0,13.40,66.37,95.75,1,10.00,5.19,1.81,3.24,5.64,20.42,51.04,77.26,323,61,6189,107338,1.49,1,0
China,2000,Hydro,12919.14,46214.40,6027986577.44,548644797,77507104066705.44,989552.51,35633.84,42089.51,987010.18,725595,1,7152429541.39,1,38.43,2015.57,288.97,14.00,66.88,34.49,11.16,886.89,0.56,0.07,344054276.64,915475023.04,9.76,1,88.36,91.25,1,714,5.12,1,1,25.92,12.22,38.60,0,5.28,9.74,9.97,1.10,9.84,99.30,71.74,45.51,678,84,7386,488750,44.97,0,1
France,2001,Geothermal,6716.52,18468.34,8061005566.80,837480624,124918677242892.48,214818.87,92025.98,98314.95,168977.20,510364,0,3431374064.76,1,18.67,233.76,195.76,1.49,52.16,78.59,46.18,428.11,0.15,0.06,631221365.85,834583715.70,0.12,1,44.43,23.99,1,700,6.32,0,1,14.91,57.80,89.91,0,8.00,5.59,3.42,8.52,2.40,37.72,32.53,62.31,388,14,362,226435,1.37,0,1
Brazil,2012,Hydro,69227.31,20616.88,834828340.65,802980989,116908576339095.86,231517.59,31481.62,70189.67,682154.51,629617,1,9658003967.50,0,27.17,662.48,279.45,10.07,35.96,8.99,92.18,661.20,0.23,0.48,623853202.63,288599746.40,8.21,0,98.93,92.23,0,981,9.25,1,1,95.24,35.26,52.87,0,0.69,1.13,9.65,6.86,0.88,66.66,45.86,5.70,28,34,4367,569721,85.21,1,1
